userName,score,at,content,Aspek_Audio_Fitur,Aspek_Performa_Sistem,Aspek_Harga_Layanan,Sentimen,clean_teks
Pengguna Google,4,2016-03-14 01:50:11,Aplikasinya bagus bisa di coba,0,1,0,1,aplikasi bagus di coba
Pengguna Google,1,2016-03-13 11:23:17,Setan bener dag,0,0,0,0,setan bener dag
Pengguna Google,5,2016-03-13 09:13:16,"Dan untuk yg kasih bintang 1 krn ini bayar, well shame on you, krn ini salah satu cara kita dengerin lagu legal menghargai karya musisi khususnya lokal, walaupun blm bisa total bersih dr bajakan, tp dg langganan Apple music setidaknya musiknya sudah ga bajakan, malu ama hp.",1,1,1,1,untuk yg kasih bintang ini bayar well shame on you ini salah satu cara dengar lagu legal harga karya musisi khusus lokal walaupun blm total bersih dr baja dg langgan apple music musik tidak baja malu ama hp
Pengguna Google,3,2016-03-13 08:01:26,Bisa didengar secara offline ga?,0,0,0,1,dengar offline
Pengguna Google,5,2016-03-12 15:47:23,keren jhon,0,0,0,1,bagus jhon
Pengguna Google,3,2016-03-12 11:34:06,Tambahin Liriknya Dong,1,0,0,1,tambahin lirik dong
Pengguna Google,5,2016-03-11 23:41:22,Mantab,0,0,0,1,mantab
Pengguna Google,1,2016-03-11 23:09:50,"android is freedom,paid stuffs go away , hahaha",0,0,1,0,android is freedompaid stuffs go away hahaha
Pengguna Google,5,2016-03-11 15:02:04,👍sipplah,0,0,0,1,sipplah
Pengguna Google,1,2016-03-11 12:35:31,Kok gak bisa sih,0,0,0,0,kok bisa sih
Pengguna Google,1,2016-03-10 21:51:36,"Harus bayar,jelek",0,0,1,0,bayarjelek
Pengguna Google,3,2016-03-10 19:27:09,Nanti kalau bagus aku tambah lg bintangnya ya,0,0,0,1,kalau bagus tambah lg bintang
Pengguna Google,2,2016-03-09 08:21:31,Saya tidak mempunyai kartu kredit jadi tidak bisa menikmatinya,0,0,0,0,punya kartu kredit jadi tidak bisa nikmat
Pengguna Google,1,2016-03-09 03:45:49,Aplikasi gak penting!!!,0,1,0,0,aplikasi penting
Pengguna Google,1,2016-03-08 22:45:36,"Bohongin org tok katanya gratis tp bayar emang downloanya ga pake kuota,udah di download suruh langanan    kecewa.",0,0,1,0,bohongin org tok kata gratis bayar emang downloanya pake kuotasudah download suruh langanan kecewa
Pengguna Google,1,2016-03-08 19:08:15,kentot kocok sama kau  babi,0,0,0,0,kentot kocok sama kau babi
Pengguna Google,1,2016-03-07 00:00:54,Udahlah pokoknya klo apple aku kasih aja,0,0,0,0,udahlah pokok kalau apple kasih aja
Pengguna Google,5,2016-03-06 23:21:59,Sangat ruhay coaye,0,0,0,1,sangat ruhay coaye
Pengguna Google,3,2016-03-06 20:20:54,Lumayan tapi gk bisa denger lagunya,1,1,0,0,lumayan gk dengar lagu
Pengguna Google,3,2016-03-06 08:25:35,BAGUS SI TAPI KATA NYA GRATIS 3 BULAN MANA KASIH TAU DONG CARA NYA PLEASE!?,0,0,1,0,bagus si kata nya gratis bulan mana kasih tau dong cara nya please
Pengguna Google,5,2016-03-05 18:51:33,Tapi gk bisa dengerinlagunya,1,1,0,1,gk dengerinlagunya
Pengguna Google,1,2016-03-05 12:23:32,Kalau gak pnya kartu kredit jangan download nyesel....,0,0,0,0,kalau pnya kartu kredit jangan download nyesel
Pengguna Google,1,2016-03-05 11:07:51,"Nyesel gua install app beginian, ga ngerti konsumen!",0,0,0,0,nyesel install aplikasi begini ngerti konsumen
Pengguna Google,5,2016-03-04 21:30:51,Keren,0,0,0,1,bagus
Pengguna Google,5,2016-03-04 05:56:45,Thanks!,0,0,0,1,thanks
Pengguna Google,2,2016-03-03 10:32:04,Bubungulan mangalihi bungul pada sapi hakun download,0,0,0,0,bubungulan mangalihi bungul sapi hakun download
Pengguna Google,5,2016-03-01 20:10:14,Smart apl,0,0,0,1,smart apl
Pengguna Google,5,2016-03-01 19:05:23,nyesel gak download,0,0,0,1,nyesel download
Pengguna Google,3,2016-03-01 12:03:58,Kalau bagus ditambah lagi,0,1,0,1,kalau bagus tambah
Pengguna Google,2,2016-03-01 10:45:45,Coba dulu,0,0,0,0,coba dulu
Pengguna Google,1,2016-03-01 10:10:39,Aplikasi yg sangat bagus,0,1,0,0,aplikasi yg sangat bagus
Pengguna Google,5,2016-03-01 06:26:00,Yo yoi,0,0,0,1,yo yoi
Pengguna Google,5,2016-03-01 04:12:47,Joooooos... Seng ngomong ngga isok ndeso!!! HHHHHHHHHHHHHHH mahal berkualitas,0,0,1,1,joooooos seng ngomong ngga isok ndeso hhhhhhhhhhhhhhh mahal kualitas
Pengguna Google,3,2016-02-29 14:38:00,Kalau ada 5H work from home bimtangnya ditambahin,0,0,0,1,kalau h work from home bimtangnya ditambahin
Pengguna Google,5,2016-02-29 13:54:30,"app musik yang tercangih dan terbaik di dalam penulusuran  google .semua akan menjadi mudah dan aman , dengan ada nya app musik tune .",1,0,1,1,aplikasi musik tercangih baik dalam penulusuran google semua jadi mudah aman ada nya aplikasi musik tune
Pengguna Google,5,2016-02-28 17:28:34,Aplikasi.y udah mantp tp kualitas suara.y kurang nih,1,1,0,1,aplikasiy mantp kualitas suaray kurang nih
Pengguna Google,5,2016-02-28 09:55:53,Uye,0,0,0,1,uye
Pengguna Google,5,2016-02-27 07:49:35,Good 👍,0,0,0,1,good
Pengguna Google,4,2016-02-25 22:11:10,"Produksi suara kurang Mantap, tambahin equalizer biar output lebih baik",1,0,0,1,produksi suara kurang bagus tambahin equalizer biar output lebih baik
Pengguna Google,5,2016-02-25 18:03:41,Ini Sangat Keren,0,0,0,1,sangat bagus
Pengguna Google,4,2016-02-24 01:40:57,Good,0,0,0,1,good
Pengguna Google,5,2016-02-22 20:03:36,"I really love it!! Available for android 4.2.2, please. (:",0,0,0,1,i really love it available for android please
Pengguna Google,4,2016-02-21 14:59:52,Suka banget,0,0,0,1,suka banget
Pengguna Google,1,2016-02-20 04:53:25,Nyesel gw instal ini aplikasi..,0,1,0,0,nyesel instal aplikasi
Pengguna Google,1,2016-02-20 00:52:06,Very very very hate,0,0,0,0,very very very hate
Pengguna Google,5,2016-02-19 00:33:47,"Bagus aplikasinya,. Lengkap lagunya,. Ada harga ada kualitas,. Good,. Yang suka gratisan jangan download",1,1,1,1,bagus aplikasi lengkap lagu harga kualitas good suka gratis jangan download
Pengguna Google,1,2016-02-18 20:26:46,"App not Working,  this not Free,  are you fuxking kidding right,  don't download.",0,0,1,0,aplikasi not working this not free are you fuxking kidding right dont download
Pengguna Google,1,2016-02-17 21:59:31,Jangan ngaku-ngaku gartis kalau suruh bayar njirr korupsi,0,0,1,0,jangan ngakungaku gartis kalau suruh bayar njirr korupsi
Pengguna Google,5,2016-02-16 07:12:27,Smule karoke kok susah bamgat diperbarui,1,1,1,1,smule karoke kok susah bamgat baru
Pengguna Google,5,2016-02-16 01:42:14,Sangat membantu saya,0,0,0,1,sangat bantu
Pengguna Google,1,2016-02-15 16:34:52,"Harus bayar dulu -_- gw masih pelajar elahhh, blom usaha -__- pake atm lagi",0,1,1,0,bayar dulu masih ajar elahhh blom usaha pake atm
Pengguna Google,1,2016-02-14 14:10:03,Harus bayar dulu baru bisa play musik,1,0,1,0,bayar dulu baru play musik
Pengguna Google,1,2016-02-14 13:42:17,Penipuan Gak da yg Gratis OM,0,0,1,0,tipu da yg gratis om
Pengguna Google,4,2016-02-14 12:10:43,Mantap,0,0,0,1,bagus
Pengguna Google,5,2016-02-13 14:19:51,Msbtap,0,0,0,1,msbtap
Pengguna Google,5,2016-02-13 10:44:27,Update terbaru untuk simpan ke SD card membantu banget.,0,0,1,1,update baru simpan sd card bantu banget
Pengguna Google,5,2016-02-12 23:40:26,Murah meriahh hah akhirnya bisa dengerin yang berbayar,0,0,1,1,murah meriahh hah akhir dengar bayar
Pengguna Google,1,2016-02-12 23:27:36,Gk bagus,0,0,0,0,gk bagus
Pengguna Google,1,2016-02-12 18:15:06,Namanya juga punya Apple . Serba duit :v,1,0,1,0,nama punya apple serba duit v
Pengguna Google,5,2016-02-12 17:53:00,Terimakasih.,0,0,0,1,terimakasih
Pengguna Google,1,2016-02-12 16:25:03,Eh ko gk bisa di pasang sih,0,0,0,0,eh ko gk di pasang sih
Pengguna Google,4,2016-02-12 08:01:17,Orang yang beneran punya gk bakal banyak bacot seperti orang yang berlaga sok kaya,0,1,0,1,orang beneran punya gk bakal banyak bacot orang laga sok kaya
Pengguna Google,5,2016-02-11 23:38:52,Hahaha. Aplikasi apple di jejali ke android. Ya pada mangap mangap,0,1,0,1,hahaha aplikasi apple jejal android pada mangap mangap
Pengguna Google,5,2016-02-11 19:39:15,Bagus banget,0,0,0,1,bagus banget
Pengguna Google,1,2016-02-11 17:46:21,Minta duit aja kerjaannya,1,0,0,0,minta duit aja kerja
Pengguna Google,5,2016-02-11 04:37:13,Andoid sok mau instal aplikasi apple,0,1,0,1,andoid sok mau instal aplikasi apple
Pengguna Google,5,2016-02-10 11:24:09,"Sedia cc sebelum instal, aplikasi bagus",0,1,0,1,sedia cc instal aplikasi bagus
Pengguna Google,5,2016-02-10 09:16:34,Musik berkualitas,1,0,0,1,musik kualitas
Pengguna Google,5,2016-02-09 22:35:07,"Gak usah bawel, makanya punya cc, yg gak punya pada bawel, banyak mencaci",0,0,0,1,usah bawel makanya punya cc yg punya bawel banyak caci
Pengguna Google,1,2016-02-09 18:53:39,Ngga bisa regis gara gara kaga punya cc,0,0,0,0,ngga regis gara gara kaga punya cc
Pengguna Google,1,2016-02-09 01:05:26,"For the app 1 star coz, free 3 month trial but must have cc to register wtf?",0,0,1,0,for the aplikasi star coz free month trial but must have cc to register wtf
Pengguna Google,3,2016-02-08 22:34:28,"Aku udh punya ID iTunes dan di ID itu ada 500 lagu, tapi kok ttp harus bayar yah?",1,1,1,0,sudah punya id itunes di id ada lagu kok ttp bayar yah
Pengguna Google,5,2016-02-08 19:45:19,"Aplikasi Apple Music memang keren, suara music yg lebih premium, simple saat digunakan dan tampilan yang elegan, saya sangat support aplikasi ini dan recomended buat kamu yg lebih mentingkan kualitas daripada harga. Terimakasih apple music",1,1,1,1,aplikasi apple music memang bagus suara music yg lebih premium simple guna tampil elegan sangat support aplikasi dan recomended buat kamu yg lebih ting kualitas harga terimakasih apple music
Pengguna Google,1,2016-02-08 13:21:45,Force close,0,1,0,0,keluar sendiri
Pengguna Google,3,2016-02-08 12:53:49,Coba dulu,0,0,0,1,coba dulu
Pengguna Google,1,2016-02-08 11:46:24,Busuk,0,0,0,0,busuk
Pengguna Google,5,2016-02-08 11:42:01,mantap kali,0,0,0,1,bagus kali
Pengguna Google,1,2016-02-08 11:31:18,Kata nyah free trial 3 bulan tapi nyah pas mau play musik harus beli anjiing,1,0,1,0,kata nyah free trial bulan nyah pas mau play musik beli anjiing
Pengguna Google,5,2016-02-08 08:09:09,Bisa pakai igc juga ga,0,0,0,1,pakai igc tidak
Pengguna Google,5,2016-02-08 00:00:50,Akur,0,0,0,1,akur
Pengguna Google,5,2016-02-07 17:05:28,Bilang orng lain miskin..padaha cm star aja...  Wkwk. Aq jg bs...,0,0,0,1,bilang orng miskinpadaha cm star aja wkwk aq bs
Pengguna Google,1,2016-02-07 08:02:05,weeek,0,0,0,0,weeek
Pengguna Google,1,2016-02-07 00:32:06,Jangan install kalo ga mau nyesel,0,0,0,0,jangan install kalau mau nyesel
Pengguna Google,5,2016-02-06 10:44:48,Ha ha banyak yg ngerate 1 gara2 gak punya CC,0,0,0,1,ha ha banyak yg ngerate gara punya cc
Pengguna Google,5,2016-02-06 05:11:22,"Orang miskin jangan belagu deh, udah tahu kalo download aplikasi apple harus pakai credit card dan pelayanan yg diberikan apple jg memuaskan",1,1,0,1,orang miskin jangan belagu deh tahu kalau download aplikasi apple pakai credit card layan yg beri apple muas
Pengguna Google,1,2016-02-04 23:25:46,App tidak bisa di pakai harus buat ID dulu percuma didownload.maaf saya copot pemasangan app nya....,0,0,0,0,aplikasi bisa pakai buat id dulu percuma didownloadmaaf copot pasang aplikasi nya
Pengguna Google,5,2016-02-03 00:26:29,Good,0,0,0,1,good
Pengguna Google,5,2016-02-02 18:13:11,Good,0,0,0,1,good
Pengguna Google,2,2016-02-02 05:46:57,Bad,0,0,0,0,bad
Pengguna Google,1,2016-02-01 21:57:42,Untuk sekelas Apple. Aplikasi ini amat sangat memalukan. Kenapa? Karena force close di Zenfone 5. Bagi perusahaan segede Apple harusnya mereka bisa coba di banyak device sebelum di jual di Play Store.,0,1,0,0,kelas apple aplikasi amat sangat malu karena keluar sendiri zenfone usaha gede apple harus bisa coba banyak device jual di play store
Pengguna Google,2,2016-02-01 19:58:34,Kok nggak bisa dibuka ya???,0,0,0,0,kok bisa buka
Pengguna Google,3,2016-02-01 10:46:28,Aplikasi q gk bisa buat nyimpen.,0,1,0,1,aplikasi q gk buat nyimpen
Pengguna Google,5,2016-01-31 22:08:05,Mendengarkan musik jadi lebih berasa,1,0,0,1,dengar musik jadi lebih asa
Pengguna Google,5,2016-01-31 20:50:44,Nice!!!!!!😎,0,0,0,1,nice
Pengguna Google,1,2016-01-31 08:34:29,Kok tidak bisa terbuka,0,0,1,0,kok bisa buka
Pengguna Google,1,2016-01-30 12:32:38,Bad application ever,0,0,0,0,bad application ever
Pengguna Google,4,2016-01-29 14:41:55,Coba dulu aja😀,0,0,0,1,coba dulu aja
Pengguna Google,5,2016-01-29 12:38:12,Aplle music,0,0,0,1,aplle music
Pengguna Google,1,2016-01-28 08:37:30,untuk fersi yang baru,0,0,0,0,fersi baru
Pengguna Google,5,2016-01-27 06:01:56,sangat bagus,0,0,0,1,sangat bagus
Pengguna Google,1,2016-01-25 22:34:27,pake id apple segla udh tau hp andro 😤😤😤,0,0,0,0,pake id apple segla tau hp andro
Pengguna Google,4,2016-01-25 21:31:07,Coba dulu ya,0,0,0,1,coba dulu
Pengguna Google,5,2016-01-25 14:20:03,Thanks is the good music application now I can hear so many a good music,0,0,0,1,thanks is the good music application now i can hear so many a good music
Pengguna Google,5,2016-01-24 12:06:55,Huu,0,0,0,1,huu
Pengguna Google,1,2016-01-23 14:08:24,Tolong jawab kenapa sih kok gak bisa elek banget aju benci,0,0,0,0,jawab sih kok bisa elek banget aju benci
Pengguna Google,2,2016-01-21 13:52:11,Knowh secrpat nya,0,0,1,0,knowh secrpat nya
Pengguna Google,5,2016-01-20 18:37:12,Love,0,0,0,1,love
Pengguna Google,4,2016-01-18 09:25:11,Good,0,0,0,1,good
Pengguna Google,5,2016-01-17 21:55:48,Beres dah,0,0,0,1,beres dah
Pengguna Google,1,2016-01-15 08:46:37,Bad application,0,0,0,0,bad application
Pengguna Google,4,2016-01-14 12:32:56,Bafukinggus,0,0,0,1,bafukinggus
Pengguna Google,5,2016-01-13 16:09:23,Bagus,0,0,0,1,bagus
Pengguna Google,5,2016-01-13 15:32:20,Ribet ribet ribet :v :v,0,0,0,1,ribet ribet ribet v v
Pengguna Google,5,2016-01-11 09:20:11,Kualitas suaranya,1,0,0,1,kualitas suara
Pengguna Google,1,2016-01-09 11:57:07,Tolong diperbaiki lagi apl nya,0,1,1,0,baik apl nya
Pengguna Google,1,2016-01-08 21:06:52,"Disuruh bikin id pake bayar segala hahahaha,",0,0,1,0,suruh buat id pake bayar segala hahahaha
Pengguna Google,5,2016-01-08 14:56:22,Suka banget sama kualitas suara lagu - lagunya,1,1,0,1,suka banget sama kualitas suara lagu lagu
Pengguna Google,1,2016-01-05 09:33:17,Aplikasi jelek,0,1,0,0,aplikasi jelek
Pengguna Google,1,2016-01-04 20:28:25,Force close di zenfone 5,0,1,0,0,keluar sendiri zenfone
Pengguna Google,1,2016-01-04 01:31:58,Free trial 3 months buttt. Registrasinya rewel. Ribet.,0,0,1,0,free trial months buttt registrasi rewel ribet
Pengguna Google,1,2016-01-03 23:04:43,ikutan bintang 1 ah,0,0,0,0,ikut bintang ah
Pengguna Google,1,2016-01-03 21:24:42,"Anjing, besar besar unduh gk bisa di buka",0,0,0,0,anjing besar besar unduh gk di buka
Pengguna Google,5,2016-01-03 16:03:30,"Berjalan lancar di Alcatel One Touch Flash 2, Andromax R &  Xiaomi Redmi 1s cukup 1 ID bisa dipake semua device... Puas Banget, Kualitas Audio Mantab, hanya untuk update Musik via BBM belum bisa, moga di update selanjutnya bisa kompatibel",1,0,0,1,jalan lancar alcatel one touch flash andromax r xiaomi redmi s cukup id dipake semua device puas banget kualitas audio mantab untuk update musik via bbm moga update lanjut bisa kompatibel
Pengguna Google,3,2016-01-03 10:42:14,Lumayann,0,0,0,1,lumayann
Pengguna Google,1,2016-01-02 22:53:52,Satu dulu,0,0,0,0,satu dulu
Pengguna Google,1,2016-01-02 03:02:18,Bad,0,0,0,0,bad
Pengguna Google,1,2016-01-02 00:22:06,"Dasar aplikasi sesat , penipu . sialan , bikin sebel aja",0,1,0,0,dasar aplikasi sesat tipu sial buat sebel aja
Pengguna Google,5,2015-12-31 10:27:17,Shebv,0,0,0,1,shebv
Pengguna Google,1,2015-12-31 00:22:14,Kenapa force close,0,1,0,0,keluar sendiri
Pengguna Google,5,2015-12-30 22:16:55,Bagus,0,0,0,1,bagus
Pengguna Google,1,2015-12-30 15:56:02,TAiiii,0,0,0,0,taiiii
Pengguna Google,5,2015-12-30 14:05:13,"Ini yang ditunggu tunggu,, hari gini ga punya kredit card? Salahin diri sendiri aja kenapa ga bsa bikin cc, jgn salahin aplikasinya haha",0,1,0,1,yang tunggu tunggu hari gin punya kredit card salahin diri sendiri aja tidak bsa buat cc jgn salahin aplikasi haha
Pengguna Google,5,2015-12-29 12:27:43,Bagus.bgt.kayak yg beneran di iphone❤,0,0,0,1,bagusbangetkayak yg beneran iphone
Pengguna Google,4,2015-12-29 11:50:11,Memuaskan hehehe kecut,0,0,0,1,muas hehehe kecut
Pengguna Google,5,2015-12-29 11:05:31,Perfect,0,0,0,1,perfect
Pengguna Google,1,2015-12-27 11:15:27,Force close,0,1,0,0,keluar sendiri
Pengguna Google,1,2015-12-26 19:00:01,Katanya itunes tapi gak bisa di buka.jijikin amat ni aplikasi,0,1,0,0,kata itunes tidak di bukajijikin ni aplikasi
Pengguna Google,5,2015-12-26 15:50:03,Good,0,0,0,1,good
Pengguna Google,5,2015-12-26 14:02:27,Good is the best apple music...,0,0,0,1,good is the best apple music
Pengguna Google,5,2015-12-25 16:26:15,Hebat deh ..  tingkatkan terus,0,0,0,1,hebat deh tingkat terus
Pengguna Google,1,2015-12-24 14:48:23,Jelek gak bisa di buka nyesel harus bayar,0,0,1,0,jelek bisa buka nyesel bayar
Pengguna Google,1,2015-12-23 22:47:10,Bagus sih.. Tapi Gratis 3 bulannya bohongan,0,0,1,0,bagus sih gratis bulan bohong
Pengguna Google,5,2015-12-23 22:41:34,Suruh bayar coeg :v,0,0,1,1,suruh bayar coeg v
Pengguna Google,3,2015-12-23 12:32:09,Coba dulu,0,0,0,1,coba dulu
Pengguna Google,3,2015-12-23 03:40:57,Yrirt,0,0,0,1,yrirt
Pengguna Google,5,2015-12-22 22:17:06,bisa nyetek,0,0,0,1,nyetek
Pengguna Google,2,2015-12-21 16:56:35,Aku kira bisa buat adroid ternyata gk bisa sama sekali,0,0,0,0,kira buat adroid nyata gk sama sekali
Pengguna Google,4,2015-12-21 12:43:29,Well done,0,0,0,1,well done
Pengguna Google,5,2015-12-21 02:53:09,Mantap banget lagu fav yg ada di device iphone bisa singkron sama yg di android.... masalah biaya ga masalah. Ada harga ada kualitas original.. bisa irit memory sd card juga.. btw susah kalo orang indonesia di kasih trial masih aja protes,1,1,1,1,bagus banget lagu fav yg device iphone singkron sama yg android masalah biaya masalah harga kualitas original irit memory sd card btw susah kalau orang indonesia di kasih trial aja protes
Pengguna Google,3,2015-12-21 00:01:39,Keren,0,0,0,1,bagus
Pengguna Google,5,2015-12-20 20:12:09,Dengerin musik legal emg lebih bagus.,1,0,0,1,dengar musik legal emg lebih bagus
Pengguna Google,1,2015-12-19 17:03:11,Jelek bgt 😣,0,0,0,0,jelek banget
Pengguna Google,5,2015-12-18 20:45:56,Cara mendaftar gimana ? Help me,0,0,0,1,cara daftar gimana help me
Pengguna Google,2,2015-12-18 16:18:00,Please Fix That.Apple Music for Android not compitable With Android 4.2.,0,1,0,0,please fix thatapple music for android not compitable with android
Pengguna Google,1,2015-12-18 08:36:59,Just download and try to sign in with my apple id and then i got a pop up thst my apple id has been disabled! Pls fix it!,0,1,0,0,just download and try to sign in with my apple id and then i got a pop up thst my apple id has been disabled fix it
Pengguna Google,5,2015-12-18 07:49:48,Good......,0,0,0,1,good
Pengguna Google,1,2015-12-17 18:22:12,"Kalau Apple aja ngasihnya Trial masa iya kita ngga boleh PDKT dulu, syukur2 cocok bisa dikawin, kalo engga ya udahan aja...  Loe gw end...  Gituh!",0,0,1,0,kalau apple aja ngasihnya trial masa iya ngga pdkt dulu syukur cocok kawin kalau engga udahan aja loe end gituh
Pengguna Google,1,2015-12-17 14:20:08,Tai,0,0,0,0,tai
Pengguna Google,5,2015-12-17 02:33:10,Kok cuma gratis 3 bulan doang sih,0,0,1,1,kok cuma gratis bulan doang sih
Pengguna Google,5,2015-12-16 14:31:19,Yeay akhirnya bisa.,0,0,0,1,yeay akhir
Pengguna Google,1,2015-12-16 14:27:29,Aplikasi tidak bermutu,0,1,0,0,aplikasi mutu
Pengguna Google,5,2015-12-16 02:27:01,I like it,0,0,0,1,i like it
Pengguna Google,1,2015-12-15 16:35:53,Benci bngtt deh,0,0,0,0,benci banget deh
Pengguna Google,1,2015-12-14 10:02:15,Sorry to aple aple Applications inc I think this music is not suitable apke android users untul Opened To me apklikasi Andari Too impose android customers to review the Content NOT Paying Too berkualita Once Again these suggestions only,1,0,1,0,sorry to aple aple applications inc i think this music is not suitable apke android users untul opened to me apklikasi andar too impose android customers to review the content not paying too berkualita once again these suggestions only
