userName,score,at,content
Pengguna Google,1,2016-08-06 14:36:44,Semvak nih apps jangan download oi gak guna
Pengguna Google,5,2016-08-06 08:13:10,Lanjutkan
Pengguna Google,5,2016-08-06 01:49:35,Nice app
Pengguna Google,5,2016-08-06 00:41:58,Versi lawas
Pengguna Google,1,2016-08-05 22:33:27,Jangan di download  jelek
Pengguna Google,2,2016-08-05 18:53:39,Dulu
Pengguna Google,2,2016-08-05 11:53:51,2bintang coba dulu
Pengguna Google,1,2016-08-05 08:13:30,Copot pemasangan
Pengguna Google,4,2016-08-04 22:24:17,tingkatkan terus
Pengguna Google,4,2016-08-04 22:23:19,Maen
Pengguna Google,5,2016-08-04 17:10:52,Sip
Pengguna Google,1,2016-08-03 22:18:27,"Payah, harus ada kartu kredt 😂😂😂"
Pengguna Google,2,2016-08-03 18:29:38,"Kaya mana mau Download lagu nya, kenapa harus pake apple pasword, dan berlangganan nya?"
Pengguna Google,4,2016-08-01 20:46:10,Okk lahh :)
Pengguna Google,5,2016-08-01 11:56:39,Jambu alas
Pengguna Google,5,2016-07-31 19:11:56,Apple musik
Pengguna Google,4,2016-07-31 12:58:45,Kalau ok bintang 5 ..ayo tingkatkan lg
Pengguna Google,5,2016-07-31 05:17:51,Apple musik 😘😘
Pengguna Google,4,2016-07-30 19:38:56,Dicoba dulu siapa tau bagus...
Pengguna Google,2,2016-07-30 12:54:36,Ini bua epon apa apell kalau apk
Pengguna Google,1,2016-07-26 20:08:14,Sampah lah gak bisa dipakai
Pengguna Google,5,2016-07-26 05:04:54,suka suka suka! 😁💜
Pengguna Google,5,2016-07-24 06:50:35,Bagus
Pengguna Google,5,2016-07-23 01:36:47,beli hp baru lagi hahaha
Pengguna Google,3,2016-07-22 15:00:09,3 dulu
Pengguna Google,5,2016-07-22 14:15:42,Hyaaaaa ga bisa di buka
Pengguna Google,5,2016-07-21 19:11:54,Semoga aplikasinya bagus 😉
Pengguna Google,5,2016-07-21 13:04:40,Bj mantap
Pengguna Google,4,2016-07-20 02:46:34,Sayang ga bisa download
Pengguna Google,5,2016-07-19 13:00:24,Smoge aje bagus yee
Pengguna Google,5,2016-07-18 13:30:06,Keren bngt broo
Pengguna Google,5,2016-07-17 21:41:15,Saya mau download lagu korea dan jepang.
Pengguna Google,2,2016-07-17 20:54:53,Klw bagus saya tmbah lagi ☆☆☆☆☆
Pengguna Google,5,2016-07-17 15:05:30,Juh
Pengguna Google,4,2016-07-17 02:19:26,Good
Pengguna Google,4,2016-07-17 02:14:21,Ini bisa untuk android gaj
Pengguna Google,4,2016-07-17 00:26:28,memudahkan akses donlowad
Pengguna Google,1,2016-07-16 18:36:06,Asu wedhus anjing gk bisa di buka cok
Pengguna Google,5,2016-07-16 18:18:06,senang
Pengguna Google,5,2016-07-16 12:32:12,s7 edge sya sama iPhone 6+ hhh hampir sama
Pengguna Google,5,2016-07-15 22:58:55,Hebat
Pengguna Google,3,2016-07-15 17:42:08,"Kok gabisa masuk kan ada tu disuruh ngisi yg tanya sm jawabannya trus kan udh diisi trus malah ""masukkan paling banyak 85 huruf bla bla bla"" trus aki udh masukin berapa huruf tuh kan tapi tetep aja gabisa. Yg bisa ngasih saran tolong yaa :-) bintang nya aku kasih 3 dulu"
Pengguna Google,4,2016-07-15 14:11:46,Ok
Pengguna Google,5,2016-07-14 23:09:43,Wow....keren
Pengguna Google,3,2016-07-14 21:25:46,Bagus sih bagus cuman pk kuota ya
Pengguna Google,3,2016-07-14 20:06:28,Look good 2 mores
Pengguna Google,3,2016-07-14 18:27:19,coba dulu ....kali bagus tambah bintang
Pengguna Google,2,2016-07-14 14:25:40,Kayak anjing
Pengguna Google,5,2016-07-14 11:11:47,Harus py saldo itunes dl bru bs dpt free 3 bln 😊
Pengguna Google,5,2016-07-13 18:23:20,Best
Pengguna Google,2,2016-07-13 10:38:40,💩💩🚾...
Pengguna Google,3,2016-07-13 08:04:02,Dicoba dulu ya...
Pengguna Google,2,2016-07-12 17:26:06,Cara log in nya gimana sii.. Ribet banget
Pengguna Google,2,2016-07-11 11:50:21,"Kan udah di singup email nya kok tetep aja gk bisa...?? Tetep ada ""get 3 months free"" gimana ya? Please bantuin dong .."
Pengguna Google,3,2016-07-11 02:12:10,"3 aj dlu,,ge coba dlu..,klo bagus baru saya kasih full syara"
Pengguna Google,1,2016-07-10 10:19:36,Nih app.apasiah!
Pengguna Google,5,2016-07-10 07:38:10,"Yg bilang app ini jelek, hp kalian jelek. Mknya ga kebuka app nya"
Pengguna Google,1,2016-07-10 00:38:42,Kagak berguna langsung uninstal aja...
Pengguna Google,1,2016-07-09 14:45:17,Benci untuk SamsungJ7
Pengguna Google,5,2016-07-09 10:55:25,"Suaranya bagus dibanding musik streaming lainnya, buat yg ga punya kartu kredit redeem aja, jgn ngomong gak jelas"
Pengguna Google,1,2016-07-09 10:22:34,Nyoba dulu aja nanti klo enak aqw like aja
Pengguna Google,1,2016-07-08 11:39:41,Masa aplikasi ginian aja harus bayar!!!! GRATIS dong!
Pengguna Google,5,2016-07-07 23:29:38,i like it
Pengguna Google,4,2016-07-06 12:43:36,Sejuk dan enak d dengar.
Pengguna Google,3,2016-07-06 06:01:48,So happy
Pengguna Google,5,2016-07-05 08:28:33,Wow...
Pengguna Google,5,2016-07-05 00:20:14,Suka bgt
Pengguna Google,3,2016-07-03 00:50:08,Klo bagus ane nambah bintangnya....
Pengguna Google,1,2016-07-02 14:43:54,Apaan sih jelek banget
Pengguna Google,1,2016-07-02 14:10:17,Bad
Pengguna Google,5,2016-07-02 07:41:29,Siapa bilang jlek ni app.... Hpnya kali yg jadul
Pengguna Google,1,2016-07-01 23:43:46,Gatel
Pengguna Google,1,2016-07-01 11:29:41,"Njjiiiir,ni aplikasi ngabisin kuota aja cara bukanya entah kayak mana"
Pengguna Google,1,2016-06-30 20:48:26,Taiiii
Pengguna Google,5,2016-06-30 04:37:53,joss
Pengguna Google,1,2016-06-29 04:44:49,Jelek
Pengguna Google,1,2016-06-27 13:24:16,"Pepek gk bisa di donlod ud smpek 28 mb tiba2 batal anjenggg ,, korupsiiiiii"
Pengguna Google,4,2016-06-26 22:16:21,Bagus sekali... Aplikasi ini bukan org2 yg kere.. Hahahaha...
Pengguna Google,1,2016-06-26 11:13:53,Saya suka sekali dengan music apple
Pengguna Google,5,2016-06-25 04:23:45,Coba dulu
Pengguna Google,5,2016-06-24 20:59:07,Bagus banget sih 😔😔😔😔😌😌
Pengguna Google,1,2016-06-21 20:52:24,Demi cinta
Pengguna Google,1,2016-06-21 06:40:43,This new version app make me can not log-in using my existing Apple id. Please fix.
Pengguna Google,3,2016-06-21 06:10:03,Sabar pak google
Pengguna Google,1,2016-06-21 00:53:55,hp saya samsung galaxy grend prim
Pengguna Google,3,2016-06-20 05:37:18,Tapi lumayanlah 3 bulan gratis hehe
Pengguna Google,4,2016-06-20 01:49:23,Semoga sesuai harapan
Pengguna Google,5,2016-06-19 12:09:15,gk punya cc? Bisa pake IGC. Emang free 3 bulan. Cuma disuruh daftar langganan. Kalau gk mau langganan matiin aja langganannya. Enak musiknya kok. Aku udh 2 bulan ini
Pengguna Google,5,2016-06-19 06:02:07,Mmmmm...
Pengguna Google,3,2016-06-18 14:24:33,Coba dulu ah
Pengguna Google,5,2016-06-18 12:12:44,Bisa liat johnny orlando let go
Pengguna Google,2,2016-06-18 09:12:45,Tetetp bayar bro. Hmmmm
Pengguna Google,1,2016-06-18 05:34:52,Ini hanya khusus Apple
Pengguna Google,3,2016-06-18 03:24:27,Coba dulu
Pengguna Google,4,2016-06-16 23:23:15,Baru nyoba
Pengguna Google,3,2016-06-16 11:52:06,Kalu ngak bisa copot ajah
Pengguna Google,5,2016-06-16 06:36:25,Keren
Pengguna Google,5,2016-06-16 06:19:30,Siapa tau bagus
Pengguna Google,1,2016-06-16 03:18:46,Jangan di download sebelum nyesel
Pengguna Google,3,2016-06-15 21:59:36,tes dulu kalau mantap ntar tambah ☆☆ lagi
Pengguna Google,5,2016-06-15 18:15:22,Please release final version
Pengguna Google,1,2016-06-15 13:18:09,Gabisa dibuka!!
Pengguna Google,1,2016-06-15 00:36:13,Percuma di dowenlot gak ad guna'a ngabisin kouta ajah..
Pengguna Google,5,2016-06-14 12:02:23,"Yaiyalah, Apple gk mendukung yg bajakan Hmm, mungkin orng bodoh dan autis yg komen gk jelas"
Pengguna Google,4,2016-06-14 10:50:51,Emang tapi resolusi suaranya jernih dan bagus
Pengguna Google,4,2016-06-13 17:03:02,Sip dah
Pengguna Google,4,2016-06-12 23:04:19,Kualitas bagus
Pengguna Google,5,2016-06-12 16:34:54,"Coba lebih murah, heh"
Pengguna Google,1,2016-06-12 16:20:47,Ngapain ad app apple di android
Pengguna Google,5,2016-06-12 00:07:24,Lagu yenak tenan
Pengguna Google,4,2016-06-11 12:13:33,Coba
Pengguna Google,5,2016-06-11 04:45:25,so fast
Pengguna Google,4,2016-06-11 01:45:14,Nice..
Pengguna Google,2,2016-06-10 20:24:56,galao
Pengguna Google,5,2016-06-10 17:39:37,👌
Pengguna Google,4,2016-06-10 05:39:24,😀
Pengguna Google,3,2016-06-08 04:53:46,free 3 month
Pengguna Google,5,2016-06-07 23:36:57,Sahara
Pengguna Google,1,2016-06-07 11:14:32,Bosan.
Pengguna Google,5,2016-06-06 22:35:03,Dari pake iphone sama android lagu ya orisinil semua
Pengguna Google,1,2016-06-05 08:34:13,Susah sign
Pengguna Google,5,2016-06-04 21:57:57,Keren nih
Pengguna Google,1,2016-06-03 15:59:44,Semoga cakep
Pengguna Google,3,2016-06-03 12:51:00,Coba
Pengguna Google,3,2016-06-01 23:25:52,"Give 3 star, cause not automatically find the music in Path when I play the apple music. Maybe the apple team can be considered it. thanks ;)"
Pengguna Google,1,2016-06-01 17:47:24,Kenapa harus bayar sih
Pengguna Google,1,2016-06-01 14:32:55,Duit mulu
Pengguna Google,5,2016-05-31 14:03:07,bagus banget....enk music nya bagus bagus lg..gampang amat
Pengguna Google,1,2016-05-29 15:19:08,Bentar bentar bayar. Klo gtu mending pihak dev nya ke sawah aja sana macul😑😅😄
Pengguna Google,4,2016-05-29 07:20:20,tiga bulan gratis dengar yeaa asik
Pengguna Google,5,2016-05-28 23:08:57,Good apps
Pengguna Google,3,2016-05-28 18:59:05,Tiga dulu nnti klw bgs tmbh bintang
Pengguna Google,1,2016-05-28 11:14:50,"Jangan di download,nyesel pasti"
Pengguna Google,5,2016-05-27 11:00:13,Bagus sekali
Pengguna Google,1,2016-05-27 01:52:39,Kenapa tak bisa di buka di Xiaomi redmi note 2
Pengguna Google,1,2016-05-26 23:10:39,I hate this Aplikasi ASU!!!
Pengguna Google,5,2016-05-26 16:50:50,Suka
Pengguna Google,5,2016-05-26 07:04:42,"Ane anti lagu bajakan, untung ada aplikasi download lagu ori."
Pengguna Google,1,2016-05-25 21:06:12,"Daftar apple id harus pake kartu kredit,, harusnya bisa pake pulsa,, niat mau beli lagu original disini,, urung dah,,,  mending si ""melon"""
Pengguna Google,1,2016-05-25 13:35:42,jngn download. tolng klo apa2 bayr jngn d taro app stor. mending klo bayr'y bsa d guna'n untk slamanya. in cma smpe 3bln doank.
Pengguna Google,2,2016-05-25 10:48:05,Coba dulu....
Pengguna Google,1,2016-05-24 10:14:05,Keren
Pengguna Google,1,2016-05-24 08:07:15,Bayar pake pulsa donk entar binta nya naik jadi 5.
Pengguna Google,1,2016-05-22 20:22:01,"Gak bisa dibukaaa😒 anjritt-"""""
Pengguna Google,5,2016-05-22 15:25:41,Tolong dong bantuin gue :v cara upload lagu di itunes gimana ya 😂 apa hrus ngmng k pihak applenya?
Pengguna Google,1,2016-05-22 11:59:40,Harus bayar. Mending pake joox
Pengguna Google,5,2016-05-22 00:21:23,Dota
Pengguna Google,2,2016-05-22 00:08:06,"Tolong Tambahkan Fitur Pembayaran Melalui Pulsa juga, biar gak Ribet pake kartu Kredit!"
Pengguna Google,5,2016-05-21 21:06:52,"Emang harus bayar kalo aplikasi ini, namanya juga aplikasi iphone."
Pengguna Google,5,2016-05-21 19:18:39,Buat Yang mau bikin apple I'd tapi gakbisa aku terima jasa pembuatan apple I'd buat apple music kalian langsung chat ya ke line aku @pdn6065v ( pake @ ) ayo wujudkan iTunes di HP Android kalian rugi kalau gak download
Pengguna Google,5,2016-05-19 18:27:41,Good apps
Pengguna Google,1,2016-05-19 11:34:54,App apaan nih gk bisa di buka ngabisin kuota aja
Pengguna Google,5,2016-05-19 10:55:44,Moga oke
Pengguna Google,5,2016-05-18 14:28:37,Mirip iTunes iphone gw klo iTunes diiphone gw bisa gw kirim ke android malah lebih bagus tuh
Pengguna Google,1,2016-05-18 14:14:13,Harid
Pengguna Google,5,2016-05-18 12:05:31,bagus
Pengguna Google,5,2016-05-18 01:44:53,aq sukaaa mantaaapp
Pengguna Google,5,2016-05-17 22:52:40,tapi kagak bisa di donwload
Pengguna Google,5,2016-05-17 11:38:04,Sangat membantu dlm memilih lagu yg diinginkan
Pengguna Google,1,2016-05-16 15:17:51,Pada Saat Saya Mau Buka Aplikasi Nya Langsung Tidak Bisa Terbuka....
Pengguna Google,4,2016-05-15 22:21:57,i like it ...
Pengguna Google,1,2016-05-15 22:20:05,aplikasi parah
Pengguna Google,2,2016-05-13 16:22:52,Ok
Pengguna Google,4,2016-05-13 02:01:02,apdet iphone5
Pengguna Google,1,2016-05-12 20:38:25,Aplikasi anjiiiiiiiiiiiiiiiiing🐶🐶🐶🐶💩 huuuuuuuu ngk bisa trbuka. Nyesel download habis habisin kuota 😝😝😝😝😝😝😝😝😝😝👅👅👅👎
Pengguna Google,1,2016-05-12 07:28:29,kok gk bisa sih cuma ada gambar mbak mbak sama tulisan Apple musik aja
Pengguna Google,1,2016-05-11 16:28:03,Males krna berbyr
Pengguna Google,1,2016-05-11 16:09:35,anjing
Pengguna Google,4,2016-05-11 10:52:28,Wow keeen
Pengguna Google,5,2016-05-11 00:15:04,Mengaransemen yang kau nyanyikan.
Pengguna Google,5,2016-05-10 08:03:47,Itu saat mainkan lagu apa bayar lagi?? Bantu jawab
Pengguna Google,3,2016-05-09 13:57:36,Bagus bgt
Pengguna Google,1,2016-05-08 23:41:11,"You only wanna our money, your product not brilliant and bad company"
Pengguna Google,1,2016-05-08 12:43:59,Amazing
Pengguna Google,1,2016-05-08 10:29:40,Cara daftar nya kayak apa
Pengguna Google,5,2016-05-07 18:16:27,Bagus apps nya yang lebih bagus lagi baik d hapus
Pengguna Google,5,2016-05-07 18:00:32,Jelek
Pengguna Google,5,2016-05-07 11:54:09,Aku udah make 5 bulan bagus banget pokoknya perfect deh
Pengguna Google,1,2016-05-07 06:57:23,Saya sudah sing up masa gak bisa si
Pengguna Google,5,2016-05-05 21:21:28,Ntablah
Pengguna Google,3,2016-05-05 13:48:07,Kalau bagus ntar tak tambahin lagi bintangnya
Pengguna Google,5,2016-05-05 13:15:17,Tap
Pengguna Google,1,2016-05-05 09:02:15,Apaan sihh inii
Pengguna Google,5,2016-05-05 08:25:59,Top
Pengguna Google,3,2016-05-04 21:38:23,Kalian tuh bisa bikin apple ID free tanpa itunes keles... Jangan berpikiran Negatif seharusnya kalian itu berusaha cari2 ke goggle... Iya bener kalian harus bayar buat apple music tapi di ios dan android gratis dulu 3month nanti masa berlakunya kalian akan bayar mau yang single atau family kalau family perbulan gau kalau yang single mungkin mingguan kali...😜
Pengguna Google,5,2016-05-04 11:51:56,I LIKE THIS(sweetshirt) BY:@JACOBSARTORIU
Pengguna Google,5,2016-05-04 09:47:10,Hoky bgt
Pengguna Google,5,2016-05-04 07:49:28,Everything Is Good
Pengguna Google,5,2016-05-03 22:31:40,Bintang ..bintang
Pengguna Google,3,2016-05-02 12:21:06,Untuk veresinya lawas
Pengguna Google,5,2016-05-02 00:20:16,Musik
Pengguna Google,1,2016-05-01 15:10:29,Benci ama ini game masa harus bayar sih
Pengguna Google,1,2016-04-30 15:58:09,Bayar.
Pengguna Google,5,2016-04-30 13:18:37,Kereeent
Pengguna Google,5,2016-04-29 23:38:22,Good
Pengguna Google,5,2016-04-29 14:54:14,semoga bisa ke buka Amiinn😊
Pengguna Google,1,2016-04-29 10:36:31,Mantap
Pengguna Google,2,2016-04-29 07:43:58,Masih bagusan jook
Pengguna Google,5,2016-04-29 02:36:37,cool
Pengguna Google,5,2016-04-29 02:31:26,Sah sombongg omongan yee
Pengguna Google,1,2016-04-28 22:02:53,"masih bedah jauh sama yg aslinya,!"
Pengguna Google,1,2016-04-28 20:40:01,Dammit!! Wajib bgt pake kartu kredit!! Bisa pake pulsa aja ngga??
Pengguna Google,5,2016-04-28 18:29:22,Kalian pasti ingin juga pasang
Pengguna Google,5,2016-04-27 22:48:53,Yang bilang kaum miskin siapa ya?? Emang anda punya Iphone 7?? Kalau anda mampu beli Iphone 7 ya harganya paling tinggi 25 juta
Pengguna Google,5,2016-04-26 18:29:37,"Yang namanya product apple, pasti berbayar dan berkualitas. Kalo mau lagu gratis, noh banyak di website"". Gratisan muluk mau lo"
Pengguna Google,5,2016-04-26 00:20:17,"Pilah lagu,penyanyi terbaru hingga makin bagus"
Pengguna Google,4,2016-04-25 10:46:23,Apakah di app ini kita bisa beli lagu atau full album dr musisi yg kita suka sama seperti di iOS?.. lalu opsi pembayarannya melalui apa aja?
Pengguna Google,5,2016-04-24 17:45:31,Sombong hoo
Pengguna Google,1,2016-04-24 10:16:09,APP NYA GAK BISA DI BUKA!!
Pengguna Google,5,2016-04-24 10:13:37,"Tpi para kalian yang miskin gausah download karena ini hanya untuk para pengguna kaum atas yang hpnya dua Apple dan Android,  so gausah download jika gak punya uang"
Pengguna Google,4,2016-04-23 15:33:55,I love this app
Pengguna Google,1,2016-04-23 02:31:11,"Aku kasih bintang1 aja,, soalnya lebih bagus sony music... hehe"
Pengguna Google,5,2016-04-22 06:41:32,Jaga omongan !!!
Pengguna Google,1,2016-04-21 13:37:01,Gak cocok di Android
Pengguna Google,4,2016-04-20 22:37:18,Bagus
Pengguna Google,5,2016-04-20 20:55:48,Ini app untuk horang kayaaa
Pengguna Google,5,2016-04-20 13:01:27,Bagus
Pengguna Google,1,2016-04-20 11:49:24,BAD
Pengguna Google,1,2016-04-19 21:05:02,Gak masalah pake kartu kreditnya. Gak masalah bayarnya. Tapi daftarnya itu bikin bingung.
Pengguna Google,4,2016-04-19 07:01:54,Miskin matamu kuwi !
Pengguna Google,5,2016-04-18 22:31:57,"Aku suka! Sikron di akun apple ku, jika bisa bawa itunes ke android aku akan lebih berterima kasih"
Pengguna Google,1,2016-04-18 22:17:16,Masih saja bayar
Pengguna Google,5,2016-04-18 22:13:47,Nice
Pengguna Google,1,2016-04-18 20:44:36,Cupu ini punya😠😠
Pengguna Google,5,2016-04-18 17:20:43,Amazing...this song...I love it
Pengguna Google,5,2016-04-17 23:18:39,Top
Pengguna Google,3,2016-04-17 21:07:25,Edan bgt
Pengguna Google,1,2016-04-17 12:08:49,Blenakan
Pengguna Google,5,2016-04-17 10:22:46,"Keren kok aplikasi nya kualitas nya juga bagus ,, wajar lah kalo harus bayarr :)"
Pengguna Google,5,2016-04-17 03:25:13,Suka
Pengguna Google,1,2016-04-16 18:27:35,Mesti bayar uuuu payah
Pengguna Google,5,2016-04-16 11:28:19,Applikasi keren terupdate dan music nya gak pecah. Kalo kalian mau gratis download aja di web jgn caci applikasi yg bukan buat org2 gak modal
Pengguna Google,5,2016-04-15 09:11:19,Aplikasi ini hanya untuk orang kaya
Pengguna Google,5,2016-04-14 04:03:53,Sip
Pengguna Google,1,2016-04-14 02:12:26,"I try to log in with my Apple ID that I ever used but wrong password. Then I wanted to set new password but took a very slow loading. And it never went in. I dont know why this is happened, maybe because of the beta version?"
Pengguna Google,4,2016-04-12 18:29:37,Ribet :v
Pengguna Google,5,2016-04-12 08:52:44,Top banget
Pengguna Google,1,2016-04-12 08:24:04,Jelek
Pengguna Google,5,2016-04-11 22:06:00,Mantap 👍
Pengguna Google,3,2016-04-11 19:30:05,Baguuss sii tpi download nya susah bangett😂
Pengguna Google,1,2016-04-11 03:10:15,Ora apek blas broo
Pengguna Google,5,2016-04-10 08:05:33,aplikasi ini bukan untuk kalian para kaum miskin yang sukanya gratisin mulu
Pengguna Google,5,2016-04-09 22:48:52,Test dulu
Pengguna Google,1,2016-04-09 22:05:11,Jangan Download kalo beta cuyyy
Pengguna Google,5,2016-04-09 17:14:35,Untuk mencari lagu lagu
Pengguna Google,5,2016-04-09 13:51:46,Mantap cuy kalau kaga download nyesel deh
Pengguna Google,5,2016-04-08 23:13:23,Fiona joy  blue  dream
Pengguna Google,2,2016-04-08 19:01:50,Masalah bayar sih gpp ya. Tapi kenapa musti ada kode kodean trus pke kartu kredit? Hemmm😑
Pengguna Google,3,2016-04-08 18:38:53,Kasih 3 bintang dulu deh
Pengguna Google,5,2016-04-08 18:08:52,"This application is a paid because they do not support piracy. So grow up, respect people’s work."
Pengguna Google,2,2016-04-08 17:36:20,Mendingan download joox
Pengguna Google,5,2016-04-08 16:08:38,I like
Pengguna Google,5,2016-04-08 03:19:05,Wajarlah bayar ..Apple gak mendukung bajakan .. Hargai karya orang hhhahha
Pengguna Google,3,2016-04-07 21:44:29,Haruskah aku download ini app cuma biar bisa nonton mv New Romantics?😭😭😭
Pengguna Google,2,2016-04-07 21:29:51,"Tambahkan ""Play Offline Music"" baru bagus."
Pengguna Google,5,2016-04-07 06:40:05,Bagus bgt
Pengguna Google,2,2016-04-07 02:49:58,Best
Pengguna Google,1,2016-04-05 23:05:34,"Apaan nihhh!!! Baru download kaga bisa d buka, mana langsung makan data 200 MB lagi"
Pengguna Google,5,2016-04-04 07:57:54,Keren
Pengguna Google,1,2016-04-03 22:54:32,I already have an iPhone in which I purchased songs from iTunes. Why can't I play it here??
Pengguna Google,1,2016-04-03 14:35:04,"Tambahkan metode pembayaran , Selain kartu kredit kalau bisa lewat pulsa ,"
Pengguna Google,1,2016-04-03 12:08:36,Bad
Pengguna Google,5,2016-04-03 08:43:09,Go to full version please... i will give you 5. I can't watch the 1989 world tour by Taylor Swift.  I'm swiftie and i so sad 😢
Pengguna Google,1,2016-04-03 07:49:25,Knapa kok bayar walopun online? 😠
Pengguna Google,5,2016-04-02 00:27:27,"Muak liat ulasan dari orang indo. Disuruh bayar malah bilang ""JELEK"". Dasar mental korup."
Pengguna Google,5,2016-04-02 00:14:31,Kenapa gw suka iphone karna gw suka music original. Karna google play music indo gak support.
